timestamp,peak,type
2026-05-06 11:27:50.657323,-3059.690613926362,alpha
2026-05-06 11:27:50.657386,-1635.8629301000233,beta
2026-05-06 11:27:50.657450,-2474.6671707828277,beta
2026-05-06 11:27:50.657507,-1337.234147276782,beta
2026-05-06 11:27:50.657575,-4026.8948614241176,alpha
2026-05-06 11:27:50.657632,-1630.9782299617648,beta
2026-05-06 11:27:50.657701,-3161.715893909047,alpha
2026-05-06 11:27:50.657756,-1288.100141730203,beta
2026-05-06 11:27:50.657826,-3272.586859360715,alpha
2026-05-06 11:27:50.657891,-405.6823962439994,beta
2026-05-06 11:27:50.657959,-1935.3585795499937,beta
2026-05-06 11:27:50.658014,-2674.6021635479406,alpha
2026-05-06 11:27:50.658067,-412.73958529705334,beta
2026-05-06 11:27:50.658123,-424.3991975048711,beta
2026-05-06 11:27:50.658180,-2402.64611142597,beta
2026-05-06 11:27:50.658239,-1499.1955193925544,beta
2026-05-06 11:27:50.658304,-2036.54767607217,beta
2026-05-06 11:27:50.658361,-466.4425138050782,beta
2026-05-06 11:27:50.658414,-2092.3416234920587,beta
2026-05-06 11:27:50.658470,-840.4572172193211,beta
2026-05-06 11:27:50.658535,-2606.792664108718,alpha
2026-05-06 11:27:50.658595,-2825.2630208981623,alpha
2026-05-06 11:27:50.658665,-2555.84676902245,alpha
2026-05-06 11:27:50.658716,-2861.766682600367,alpha
2026-05-06 11:27:50.658775,-969.9923203628557,beta
2026-05-06 11:27:50.658838,-3014.45861370123,alpha
2026-05-06 11:27:50.658902,-1401.059185745138,beta
2026-05-06 11:27:50.658958,-3027.2578447531123,alpha
2026-05-06 11:27:50.659017,-1076.5976208433153,beta
2026-05-06 11:27:50.659071,-539.7925541783302,beta
2026-05-06 11:27:50.659141,-2567.068633216819,alpha
2026-05-06 11:27:50.659208,-961.9203548731307,beta
2026-05-06 11:27:50.742073,-911.3236981151724,beta
2026-05-06 11:27:50.742139,-2359.9387799707347,beta
2026-05-06 11:27:50.742187,-3050.462856313964,alpha
2026-05-06 11:27:50.742239,-1045.0950913152265,beta
2026-05-06 11:27:50.742288,-2904.8443031643146,alpha
2026-05-06 11:27:50.742346,-1496.7312644886356,beta
2026-05-06 11:27:50.742396,-690.2079738399211,beta
2026-05-06 11:27:50.742437,-2353.5034498692635,beta
2026-05-06 11:27:50.742484,-867.7335790677614,beta
2026-05-06 11:27:50.742531,-3210.8430449524185,alpha
2026-05-06 11:27:50.742580,-2887.1108624504595,alpha
2026-05-06 11:27:50.742622,-1300.3366590336593,beta
2026-05-06 11:27:50.742671,-448.99579845505633,beta
2026-05-06 11:27:50.742716,-761.0360218997123,beta
2026-05-06 11:27:50.742761,-1516.9276784713907,beta
2026-05-06 11:27:50.742821,-706.6866728499847,beta
2026-05-06 11:27:50.742870,-3266.726615841478,alpha
2026-05-06 11:27:50.742920,-2079.4872662923585,beta
2026-05-06 11:27:50.742974,-2396.914195582877,beta
2026-05-06 11:27:50.743025,-769.0328835389938,beta
2026-05-06 11:27:50.743072,-1451.8927729862276,beta
2026-05-06 11:27:50.743124,-585.0698750599139,beta
2026-05-06 11:27:50.743181,-814.0132062979726,beta
2026-05-06 11:27:50.743233,-2360.7248759052313,beta
2026-05-06 11:27:50.743293,-2696.347753856859,alpha
2026-05-06 11:27:50.743342,-1085.964560987876,beta
2026-05-06 11:27:50.743391,-1216.1226500732553,beta
2026-05-06 11:27:50.743446,-1984.3151358642144,beta
2026-05-06 11:27:50.743495,-1236.3227244668096,beta
2026-05-06 11:27:50.743538,-1606.4671087716706,beta
2026-05-06 11:27:50.743591,-2543.9704086897614,alpha
2026-05-06 11:27:50.743638,-430.2936126549732,beta
2026-05-06 11:27:50.743686,-1761.5213972247984,beta
2026-05-06 11:27:50.743734,-535.2297043470797,beta
2026-05-06 11:27:50.743780,-654.8875324971002,beta
2026-05-06 11:27:50.743831,-2466.0056131784113,beta
2026-05-06 11:27:50.743873,-632.1908508971995,beta
2026-05-06 11:27:50.743915,-1510.7806308637694,beta
2026-05-06 11:27:50.827489,-555.4147470794247,beta
2026-05-06 11:27:50.827569,-583.0009930322299,beta
2026-05-06 11:27:50.827634,-828.2748011198107,beta
2026-05-06 11:27:50.827697,-1879.824147803138,beta
2026-05-06 11:27:50.827758,-2146.755599870839,beta
2026-05-06 11:27:50.827843,-1534.3604478415466,beta
2026-05-06 11:27:50.827901,-2086.2036623236104,beta
2026-05-06 11:27:50.827960,-1256.989588680965,beta
2026-05-06 11:27:50.828020,-3096.805276865404,alpha
2026-05-06 11:27:50.828074,-611.6994878660515,beta
2026-05-06 11:27:50.828127,-2184.804483727959,beta
2026-05-06 11:27:50.828190,-2277.471066392478,beta
2026-05-06 11:27:50.828255,-1371.3915783008679,beta
2026-05-06 11:27:50.828311,-499.0751058745518,beta
2026-05-06 11:27:50.828364,-1488.4506519417153,beta
2026-05-06 11:27:50.828431,-2718.0416567022603,alpha
2026-05-06 11:27:50.828499,-2721.699529212623,alpha
2026-05-06 11:27:50.828563,-923.1061567419528,beta
2026-05-06 11:27:50.828625,-1922.9204898103899,beta
2026-05-06 11:27:50.828686,-917.6273384761236,beta
2026-05-06 11:27:50.828742,-4740.510739821093,alpha
2026-05-06 11:27:50.828806,-1251.592123909375,beta
2026-05-06 11:27:50.828863,-550.4983840402158,beta
2026-05-06 11:27:50.828919,-702.2296948117331,beta
2026-05-06 11:27:50.828982,-1691.6452341176869,beta
2026-05-06 11:27:50.829041,-1184.2890991015697,beta
2026-05-06 11:27:50.829097,-717.4755487730288,beta
2026-05-06 11:27:50.829154,-2808.1905774382767,alpha
2026-05-06 11:27:50.829207,-1382.5298975518624,beta
2026-05-06 11:27:50.829263,-430.79445223157325,beta
2026-05-06 11:27:50.829320,-1491.7401805991337,beta
2026-05-06 11:27:50.829379,-701.5332596864648,beta
2026-05-06 11:27:50.829438,-1846.5757252741253,beta
2026-05-06 11:27:50.829490,-896.5723650556085,beta
2026-05-06 11:27:50.829551,-1327.0587254993845,beta
2026-05-06 11:27:50.829611,-2738.8077383650957,alpha
2026-05-06 11:27:50.829669,-776.3181920051359,beta
2026-05-06 11:27:50.829735,-1318.1425189772785,beta
2026-05-06 11:27:50.912865,-459.21434404822617,beta
2026-05-06 11:27:50.912941,-726.2228394415431,beta
2026-05-06 11:27:50.913017,-1836.8320452844525,beta
2026-05-06 11:27:50.913073,-1373.782275646974,beta
2026-05-06 11:27:50.913128,-970.4857728817004,beta
2026-05-06 11:27:50.913192,-1729.2118874404412,beta
2026-05-06 11:27:50.913247,-1727.0062295960647,beta
2026-05-06 11:27:50.913304,-698.185719704106,beta
2026-05-06 11:27:50.913355,-1730.5019067144326,beta
2026-05-06 11:27:50.913413,-1371.4238482495855,beta
2026-05-06 11:27:50.913476,-1166.128208887298,beta
2026-05-06 11:27:50.913530,-1699.6400934048502,beta
2026-05-06 11:27:50.913593,-904.2648794464242,beta
2026-05-06 11:27:50.913650,-626.9288018297871,beta
2026-05-06 11:27:50.913707,-1038.8854663829165,beta
2026-05-06 11:27:50.913762,-538.5515137867882,beta
2026-05-06 11:27:50.913838,-1179.167227389952,beta
2026-05-06 11:27:50.913903,-1637.698274615485,beta
2026-05-06 11:27:50.913958,-2576.280840347848,alpha
2026-05-06 11:27:50.914024,-1033.9812842451133,beta
2026-05-06 11:27:50.914082,-2428.213213305712,beta
2026-05-06 11:27:50.914145,-854.8517397884225,beta
2026-05-06 11:27:50.914206,-2304.8682038727884,beta
2026-05-06 11:27:50.914266,-2113.0764425929974,beta
2026-05-06 11:27:50.914319,-515.5777838290009,beta
2026-05-06 11:27:50.914380,-1491.4223151953927,beta
2026-05-06 11:27:50.914444,-775.6913435156677,beta
2026-05-06 11:27:50.914512,-2946.927210630123,alpha
2026-05-06 11:27:50.914611,-1850.667466531979,beta
2026-05-06 11:27:50.914665,-1727.9423991637937,beta
2026-05-06 11:27:50.914720,-1183.2586917841259,beta
2026-05-06 11:27:50.914775,-2146.311598533651,beta
2026-05-06 11:27:50.914835,-3002.7884421420003,alpha
2026-05-06 11:27:50.914890,-1626.0835179704632,beta
2026-05-06 11:27:50.914947,-1552.8841017959983,beta
2026-05-06 11:27:50.915003,-1307.5729336524805,beta
2026-05-06 11:27:50.915057,-1430.8488688174168,beta
2026-05-06 11:27:50.915108,-990.8554842152718,beta
2026-05-06 11:27:50.998086,-712.7519587809222,beta
2026-05-06 11:27:50.998159,-1371.6003273617825,beta
2026-05-06 11:27:50.998213,-3267.869079886439,alpha
2026-05-06 11:27:50.998265,-840.5400409055701,beta
2026-05-06 11:27:50.998327,-2297.4890234075765,beta
2026-05-06 11:27:50.998384,-1671.2558115440406,beta
2026-05-06 11:27:50.998438,-1005.2391763693909,beta
2026-05-06 11:27:50.998502,-903.7361343406321,beta
2026-05-06 11:27:50.998561,-2684.0499296322346,alpha
2026-05-06 11:27:50.998628,-1374.6432721222304,beta
2026-05-06 11:27:50.998696,-931.0055445234839,beta
2026-05-06 11:27:50.998749,-1868.7996563060433,beta
2026-05-06 11:27:50.998819,-1316.7573330467299,beta
2026-05-06 11:27:50.998872,-774.5530062501758,beta
2026-05-06 11:27:50.998924,-673.1656348387123,beta
2026-05-06 11:27:50.998985,-2550.062361732237,alpha
2026-05-06 11:27:50.999045,-2684.528380789945,alpha
2026-05-06 11:27:50.999109,-2351.9994477989117,beta
2026-05-06 11:27:50.999160,-572.6310476888996,beta
2026-05-06 11:27:50.999214,-1731.9855378553925,beta
2026-05-06 11:27:50.999266,-761.7439134004505,beta
2026-05-06 11:27:50.999330,-736.3366225415054,beta
2026-05-06 11:27:50.999380,-1669.322368771017,beta
2026-05-06 11:27:50.999428,-926.4917321112949,beta
2026-05-06 11:27:50.999474,-1239.9708194297575,beta
2026-05-06 11:27:50.999527,-1415.3520499089684,beta
2026-05-06 11:27:50.999583,-2421.95462941243,beta
2026-05-06 11:27:50.999641,-1659.786028113476,beta
2026-05-06 11:27:50.999693,-515.0551264475412,beta
2026-05-06 11:27:50.999774,-1027.1346259098361,beta
2026-05-06 11:27:50.999867,-1687.3622423593774,beta
2026-05-06 11:27:50.999917,-2377.5265539719258,beta
2026-05-06 11:27:50.999966,-1402.835358843386,beta
2026-05-06 11:27:51.000026,-3528.167566873135,alpha
2026-05-06 11:27:51.000083,-3626.719468382681,alpha
2026-05-06 11:27:51.000159,-606.0491223551353,beta
2026-05-06 11:27:51.000211,-3535.2446249251957,alpha
2026-05-06 11:27:51.083356,-1052.3516959127144,beta
2026-05-06 11:27:51.083433,-2684.8446381291337,alpha
2026-05-06 11:27:51.083503,-3604.3718823072513,alpha
2026-05-06 11:27:51.083574,-2003.6779920963988,beta
2026-05-06 11:27:51.083631,-748.1227035603775,beta
2026-05-06 11:27:51.083692,-1030.7579950648826,beta
2026-05-06 11:27:51.083756,-723.8906792804769,beta
2026-05-06 11:27:51.083833,-1112.4584037260915,beta
2026-05-06 11:27:51.083894,-642.9463155448461,beta
2026-05-06 11:27:51.083957,-1936.0902434521686,beta
2026-05-06 11:27:51.084015,-1257.4212231136796,beta
2026-05-06 11:27:51.084071,-1880.9824021361921,beta
2026-05-06 11:27:51.084132,-977.3932614284698,beta
2026-05-06 11:27:51.084198,-3575.196777461989,alpha
2026-05-06 11:27:51.084259,-1373.058898704145,beta
2026-05-06 11:27:51.084316,-1388.18792399686,beta
2026-05-06 11:27:51.084373,-588.3526470024558,beta
2026-05-06 11:27:51.084442,-4103.688506283457,alpha
2026-05-06 11:27:51.084496,-3219.168792769353,alpha
2026-05-06 11:27:51.084551,-1265.2341200370063,beta
2026-05-06 11:27:51.084610,-4580.636349794709,alpha
2026-05-06 11:27:51.084668,-1354.9958237783321,beta
2026-05-06 11:27:51.084725,-1217.2348822568404,beta
2026-05-06 11:27:51.084798,-1758.9949736651934,beta
2026-05-06 11:27:51.084860,-2027.6994722725462,beta
2026-05-06 11:27:51.084920,-690.5005555077547,beta
2026-05-06 11:27:51.084981,-2788.0245991453708,alpha
2026-05-06 11:27:51.085033,-2423.026659604553,beta
2026-05-06 11:27:51.085093,-3056.2359745852386,alpha
2026-05-06 11:27:51.085150,-1475.2710079876458,beta
2026-05-06 11:27:51.085197,-426.9434688147258,beta
2026-05-06 11:27:51.085255,-1003.4466302775268,beta
2026-05-06 11:27:51.085303,-2292.487504508048,beta
2026-05-06 11:27:51.085368,-2061.203356803749,beta
2026-05-06 11:27:51.085420,-1210.0032944889772,beta
2026-05-06 11:27:51.085472,-1782.312029953509,beta
2026-05-06 11:27:51.085523,-706.8739311977183,beta
2026-05-06 11:27:51.085578,-626.9409490408448,beta
2026-05-06 11:27:51.168748,-845.4172873119531,beta
2026-05-06 11:27:51.168849,-748.1397583742566,beta
2026-05-06 11:27:51.168910,-2447.2151436326417,beta
2026-05-06 11:27:51.168972,-2575.132861812881,alpha
2026-05-06 11:27:51.169016,-2200.1407297729256,beta
2026-05-06 11:27:51.169074,-2434.9247140418083,beta
2026-05-06 11:27:51.169132,-715.7212726716009,beta
2026-05-06 11:27:51.169197,-482.3414391291227,beta
2026-05-06 11:27:51.169258,-3185.1803291705346,alpha
2026-05-06 11:27:51.169312,-5657.480026336947,alpha
2026-05-06 11:27:51.169368,-3686.305788062513,alpha
2026-05-06 11:27:51.169419,-4815.424513721183,alpha
2026-05-06 11:27:51.169477,-3883.5054424341183,alpha
2026-05-06 11:27:51.169534,-1669.5735345418336,beta
2026-05-06 11:27:51.169597,-620.5476046062906,beta
2026-05-06 11:27:51.169656,-697.6629040352598,beta
2026-05-06 11:27:51.169716,-2726.0855502743207,alpha
2026-05-06 11:27:51.169776,-500.5005341447778,beta
2026-05-06 11:27:51.169839,-1345.1974000876553,beta
2026-05-06 11:27:51.169892,-2147.4242301493077,beta
2026-05-06 11:27:51.169946,-1381.4313582827544,beta
2026-05-06 11:27:51.169997,-1388.900037199618,beta
2026-05-06 11:27:51.170065,-4419.687549115273,alpha
2026-05-06 11:27:51.170117,-965.7536337950139,beta
2026-05-06 11:27:51.170166,-434.79816205336493,beta
2026-05-06 11:27:51.170224,-1794.6685673650845,beta
2026-05-06 11:27:51.170278,-2194.5382682010054,beta
2026-05-06 11:27:51.170330,-837.2723168072631,beta
2026-05-06 11:27:51.170380,-447.8286610555958,beta
2026-05-06 11:27:51.170433,-1818.5150085548253,beta
2026-05-06 11:27:51.170495,-2250.87736247933,beta
2026-05-06 11:27:51.170546,-5246.658137270018,alpha
2026-05-06 11:27:51.170598,-1189.601208547844,beta
2026-05-06 11:27:51.170657,-4085.9057831213554,alpha
2026-05-06 11:27:51.170710,-3740.64515355992,alpha
2026-05-06 11:27:51.170764,-937.0511746879413,beta
2026-05-06 11:27:51.170827,-743.0468666479634,beta
2026-05-06 11:27:51.170886,-4268.397849006538,alpha
2026-05-06 11:27:51.254061,-874.5168936647519,beta
2026-05-06 11:27:51.254135,-8142.66032309738,alpha
2026-05-06 11:27:51.254191,-2617.6821600623307,alpha
2026-05-06 11:27:51.254239,-5388.899469280412,alpha
2026-05-06 11:27:51.254292,-1131.71658725388,beta
2026-05-06 11:27:51.254346,-2315.7813723424733,beta
2026-05-06 11:27:51.254396,-833.0410227315045,beta
2026-05-06 11:27:51.254452,-6905.348811036622,alpha
2026-05-06 11:27:51.254501,-11267.079442346218,alpha
2026-05-06 11:27:51.254568,-7472.681120946781,alpha
2026-05-06 11:27:51.254621,-1972.609362645585,beta
2026-05-06 11:27:51.254677,-6894.9841145939545,alpha
2026-05-06 11:27:51.254737,-6417.080960858625,alpha
2026-05-06 11:27:51.254803,-6502.3794545667415,alpha
2026-05-06 11:27:51.254858,-1944.1211911460389,beta
2026-05-06 11:27:51.254915,-3577.032707069816,alpha
2026-05-06 11:27:51.254964,-13149.170555022047,alpha
2026-05-06 11:27:51.255015,-6827.97685218102,alpha
2026-05-06 11:27:51.255067,-2685.365503052718,alpha
2026-05-06 11:27:51.255123,-6835.643485523294,alpha
2026-05-06 11:27:51.255176,-11267.120796713458,alpha
2026-05-06 11:27:51.255234,-3373.5716084811497,alpha
2026-05-06 11:27:51.255286,-3227.8525368762303,alpha
2026-05-06 11:27:51.255343,-7365.470750527189,alpha
2026-05-06 11:27:51.255401,-2898.2475740620957,alpha
2026-05-06 11:27:51.255459,-5308.108872491448,alpha
2026-05-06 11:27:51.255520,-1803.7823627550188,beta
2026-05-06 11:27:51.255579,-3562.176743748602,alpha
2026-05-06 11:27:51.255640,-1585.2609796544846,beta
2026-05-06 11:27:51.255683,-2133.755702938887,beta
2026-05-06 11:27:51.255733,-1345.4181564161681,beta
2026-05-06 11:27:51.255792,-2407.241627513554,beta
2026-05-06 11:27:51.255846,-3616.122963983098,alpha
2026-05-06 11:27:51.255895,-2804.8329475245155,alpha
2026-05-06 11:27:51.255938,-2506.7432834290166,alpha
2026-05-06 11:27:51.255985,-3714.7581504987293,alpha
2026-05-06 11:27:51.256038,-1144.7056109223022,beta
2026-05-06 11:27:51.339544,-2000.454353285672,beta
2026-05-06 11:27:51.339617,-3513.4790817561834,alpha
2026-05-06 11:27:51.339677,-1334.562527768213,beta
2026-05-06 11:27:51.339741,-2795.6864664582754,alpha
2026-05-06 11:27:51.339827,-2772.4359095075984,alpha
2026-05-06 11:27:51.339907,-1351.0658694576364,beta
2026-05-06 11:27:51.339970,-1914.8784983310331,beta
2026-05-06 11:27:51.340036,-500.0625505864599,beta
2026-05-06 11:27:51.340091,-3392.6092295440135,alpha
2026-05-06 11:27:51.340162,-2667.65634803636,alpha
2026-05-06 11:27:51.340221,-3591.275019474259,alpha
2026-05-06 11:27:51.340287,-1528.0915321282432,beta
2026-05-06 11:27:51.340348,-1352.6169948316258,beta
2026-05-06 11:27:51.340419,-6268.7916472975685,alpha
2026-05-06 11:27:51.340476,-532.0531227543496,beta
2026-05-06 11:27:51.340534,-1687.3488321892828,beta
2026-05-06 11:27:51.340593,-2171.306028246835,beta
2026-05-06 11:27:51.340655,-811.1128809107433,beta
2026-05-06 11:27:51.340708,-3023.801047161047,alpha
2026-05-06 11:27:51.340764,-2911.2814200702273,alpha
2026-05-06 11:27:51.340847,-2120.3902665197197,beta
2026-05-06 11:27:51.340907,-1847.3090537079229,beta
2026-05-06 11:27:51.340961,-1346.0622490542135,beta
2026-05-06 11:27:51.341012,-1463.7565792109854,beta
2026-05-06 11:27:51.341062,-1606.6273409372643,beta
2026-05-06 11:27:51.341118,-1534.2957659025467,beta
2026-05-06 11:27:51.341158,-851.843570032295,beta
2026-05-06 11:27:51.341204,-846.9431975092632,beta
2026-05-06 11:27:51.341255,-1541.6155896835255,beta
2026-05-06 11:27:51.341308,-2224.4348713114687,beta
2026-05-06 11:27:51.341377,-3026.8276370166814,alpha
2026-05-06 11:27:51.341432,-621.4113708848655,beta
2026-05-06 11:27:51.341491,-1556.0485473568733,beta
2026-05-06 11:27:51.341556,-2092.499064040141,beta
2026-05-06 11:27:51.341605,-2597.8684401207715,alpha
2026-05-06 11:27:51.341660,-1003.499817846004,beta
2026-05-06 11:27:51.341719,-3114.4403968267734,alpha
2026-05-06 11:27:51.424909,-1673.1574703781364,beta
2026-05-06 11:27:51.424980,-436.64172559798567,beta
2026-05-06 11:27:51.425044,-3024.9901963417346,alpha
2026-05-06 11:27:51.425110,-3803.794846432619,alpha
2026-05-06 11:27:51.425174,-4431.446689218505,alpha
2026-05-06 11:27:51.425242,-7119.650716751086,alpha
2026-05-06 11:27:51.425305,-6097.880594293487,alpha
2026-05-06 11:27:51.425369,-7989.596617633183,alpha
2026-05-06 11:27:51.425427,-3417.937877814521,alpha
2026-05-06 11:27:51.425493,-5836.463356406094,alpha
2026-05-06 11:27:51.425558,-7735.575030107451,alpha
2026-05-06 11:27:51.425622,-5977.813607896039,alpha
2026-05-06 11:27:51.425683,-12663.044707910467,alpha
2026-05-06 11:27:51.425746,-6519.264497452423,alpha
2026-05-06 11:27:51.425822,-3215.9385751308528,alpha
2026-05-06 11:27:51.425871,-2461.833871979219,beta
2026-05-06 11:27:51.425936,-671.3484173931976,beta
2026-05-06 11:27:51.425996,-1466.9877246097308,beta
2026-05-06 11:27:51.426076,-813.6528440730393,beta
2026-05-06 11:27:51.426179,-602.174411351208,beta
2026-05-06 11:27:51.426238,-462.2749516074464,beta
2026-05-06 11:27:51.426295,-798.5360608933354,beta
2026-05-06 11:27:51.426345,-2008.5095864993104,beta
2026-05-06 11:27:51.426412,-3534.271948218008,alpha
2026-05-06 11:27:51.426470,-3123.8342748278933,alpha
2026-05-06 11:27:51.426533,-2173.4987909846905,beta
2026-05-06 11:27:51.426592,-4775.9833906924705,alpha
2026-05-06 11:27:51.426649,-2591.5328795233067,alpha
2026-05-06 11:27:51.426710,-2720.702141800238,alpha
2026-05-06 11:27:51.426770,-806.3574907334287,beta
2026-05-06 11:27:51.426835,-572.0488885337379,beta
2026-05-06 11:27:51.426893,-3129.3221437089073,alpha
2026-05-06 11:27:51.426952,-1931.6399985910941,beta
2026-05-06 11:27:51.427022,-497.92414885169705,beta
2026-05-06 11:27:51.427087,-5699.418531269167,alpha
2026-05-06 11:27:51.427152,-3107.96152488619,alpha
2026-05-06 11:27:51.509732,-2184.9897466336884,beta
2026-05-06 11:27:51.509771,-3619.918633846335,alpha
2026-05-06 11:27:51.509811,-2842.731988862082,alpha
2026-05-06 11:27:51.509842,-4345.471611405128,alpha
2026-05-06 11:27:51.509876,-2473.512541182113,beta
2026-05-06 11:27:51.509908,-5032.174482207487,alpha
2026-05-06 11:27:51.509941,-936.0492930712554,beta
2026-05-06 11:27:51.509967,-531.2055879437203,beta
2026-05-06 11:27:51.510037,-541.1405518875736,beta
2026-05-06 11:27:51.510066,-3188.536612265386,alpha
2026-05-06 11:27:51.510099,-1442.3055415308313,beta
2026-05-06 11:27:51.510134,-4551.480730298879,alpha
2026-05-06 11:27:51.510163,-1079.604795579809,beta
2026-05-06 11:27:51.510473,-712.684246305151,beta
2026-05-06 11:27:51.510504,-1622.1236450052459,beta
2026-05-06 11:27:51.510536,-610.6721707727883,beta
2026-05-06 11:27:51.510589,-841.557232110323,beta
2026-05-06 11:27:51.510618,-932.0911399102082,beta
2026-05-06 11:27:51.595512,-707.6781056917591,beta
2026-05-06 11:27:51.595650,-4375.947596392086,alpha
2026-05-06 11:27:51.595709,-1884.4659901196321,beta
2026-05-06 11:27:51.595766,-1248.774697746883,beta
2026-05-06 11:27:51.595843,-2135.168760391311,beta
2026-05-06 11:27:51.595907,-3254.061834309591,alpha
2026-05-06 11:27:51.595972,-5160.4017217413675,alpha
2026-05-06 11:27:51.596115,-517.4275071316158,beta
2026-05-06 11:27:51.596174,-439.2414004160664,beta
2026-05-06 11:27:51.596232,-960.5119256782064,beta
2026-05-06 11:27:51.596325,-2118.914303182053,beta
2026-05-06 11:27:51.596392,-3687.7743198257335,alpha
2026-05-06 11:27:51.596440,-1309.3313060265489,beta
2026-05-06 11:27:51.596732,-1496.0351607234766,beta
2026-05-06 11:27:51.596797,-561.3779096614039,beta
2026-05-06 11:27:51.596842,-642.8941207975828,beta
2026-05-06 11:27:51.597013,-423.47835084192985,beta
2026-05-06 11:27:51.597067,-2212.985701348829,beta
2026-05-06 11:27:51.597132,-4406.734742953559,alpha
2026-05-06 11:27:51.597189,-4803.128127482187,alpha
2026-05-06 11:27:51.597259,-3725.9998351831337,alpha
2026-05-06 11:27:51.597324,-2055.030132597578,beta
2026-05-06 11:27:51.597380,-2021.0439330459176,beta
2026-05-06 11:27:51.680882,-974.4058439800156,beta
2026-05-06 11:27:51.680977,-424.763861577378,beta
2026-05-06 11:27:51.681070,-1131.3494045524315,beta
2026-05-06 11:27:51.681144,-2201.936479848493,beta
2026-05-06 11:27:51.681208,-907.8088404078093,beta
2026-05-06 11:27:51.681274,-1394.9871075088586,beta
2026-05-06 11:27:51.681337,-782.2794051772433,beta
2026-05-06 11:27:51.681394,-943.0096010558846,beta
2026-05-06 11:27:51.681463,-1560.794203757967,beta
2026-05-06 11:27:51.681525,-997.8897035810065,beta
2026-05-06 11:27:51.681583,-610.7994124451542,beta
2026-05-06 11:27:51.681908,-1334.9755582625646,beta
2026-05-06 11:27:51.681971,-4942.109982873053,alpha
2026-05-06 11:27:51.682027,-2115.425557416859,beta
2026-05-06 11:27:51.682190,-865.5383113060562,beta
2026-05-06 11:27:51.682258,-4233.257749083929,alpha
2026-05-06 11:27:51.682332,-6333.469807053561,alpha
2026-05-06 11:27:51.682391,-424.0495645396294,beta
2026-05-06 11:27:51.682471,-1195.3605035068508,beta
2026-05-06 11:27:51.682558,-1176.1925619192928,beta
2026-05-06 11:27:51.682618,-1024.3471705883567,beta
2026-05-06 11:27:51.682676,-1566.198262319757,beta
2026-05-06 11:27:51.682735,-857.0623398912586,beta
2026-05-06 11:27:51.682794,-507.55057648887225,beta
2026-05-06 11:27:51.766475,-752.8170578162672,beta
2026-05-06 11:27:51.766857,-509.22841995093984,beta
2026-05-06 11:27:51.766912,-557.8076467278295,beta
2026-05-06 11:27:51.767184,-431.1367832959327,beta
2026-05-06 11:27:51.767245,-3743.9667615033986,alpha
2026-05-06 11:27:51.767308,-1334.6426375412254,beta
2026-05-06 11:27:51.767374,-2328.9290008003018,beta
2026-05-06 11:27:51.767434,-1656.240528722396,beta
2026-05-06 11:27:51.767499,-5037.590782789093,alpha
2026-05-06 11:27:51.767568,-3293.4129275501145,alpha
2026-05-06 11:27:51.767623,-1291.2905284869603,beta
2026-05-06 11:27:51.767684,-2699.251847501803,alpha
2026-05-06 11:27:51.767743,-1599.9148479773585,beta
2026-05-06 11:27:51.851495,-3345.017295147326,alpha
2026-05-06 11:27:51.851572,-2779.3158195133906,alpha
2026-05-06 11:27:51.851647,-1527.4790163926639,beta
2026-05-06 11:27:51.851725,-945.8117100965916,beta
2026-05-06 11:27:51.851780,-653.4487250408923,beta
2026-05-06 11:27:51.851905,-633.2645913206471,beta
2026-05-06 11:27:51.851995,-800.1996105296819,beta
2026-05-06 11:27:51.852091,-3178.4014678776557,alpha
2026-05-06 11:27:51.852673,-482.6384420379707,beta
2026-05-06 11:27:51.852730,-3083.1702263949487,alpha
2026-05-06 11:27:51.852797,-1224.4492422004569,beta
2026-05-06 11:27:51.852867,-460.24268117058966,beta
2026-05-06 11:27:51.852921,-1637.150552978299,beta
2026-05-06 11:27:51.852984,-2235.7504748356696,beta
2026-05-06 11:27:51.853050,-5601.264862388406,alpha
2026-05-06 11:27:51.853104,-4919.862351330057,alpha
2026-05-06 11:27:51.853161,-443.6117884730484,beta
2026-05-06 11:27:51.853230,-2079.861379088849,beta
2026-05-06 11:27:51.936644,-424.15659208152675,beta
2026-05-06 11:27:51.936716,-1636.369737594525,beta
2026-05-06 11:27:51.936771,-776.7616667976866,beta
2026-05-06 11:27:51.936857,-2379.0288392490884,beta
2026-05-06 11:27:51.936910,-2475.402708266212,beta
2026-05-06 11:27:51.936965,-1102.7737451722644,beta
2026-05-06 11:27:51.937021,-2810.4752365492845,alpha
2026-05-06 11:27:51.937075,-1588.760701590437,beta
2026-05-06 11:27:51.937132,-2344.3727434845296,beta
2026-05-06 11:27:51.937185,-5585.5413491566605,alpha
2026-05-06 11:27:51.937245,-4267.711714255622,alpha
2026-05-06 11:27:51.937310,-2451.986694661092,beta
2026-05-06 11:27:51.937364,-685.5333397755978,beta
2026-05-06 11:27:51.937418,-816.9453664123133,beta
2026-05-06 11:27:51.937473,-710.117657936511,beta
2026-05-06 11:27:51.937520,-432.7567671551904,beta
2026-05-06 11:27:51.937573,-2394.3222646199474,beta
2026-05-06 11:27:51.937765,-1427.0131550189387,beta
2026-05-06 11:27:51.937835,-706.322746790898,beta
2026-05-06 11:27:51.937889,-1071.5952538155452,beta
2026-05-06 11:27:51.937937,-6175.930962787864,alpha
2026-05-06 11:27:51.938019,-923.7188722232663,beta
